sentence_id	sentence	label
77acbf0ac803e13f3f7242b6e1faf2d09017dbff	Angeblich, um die Fallzahlen international besser abzugleichen.	SUBJ
01770ed886aef3ea3f94d4a424622425cd476227	Die USA waren nicht so besinnlich ges­timmt und blieben bei der Bedeu­tung ‘Mil­liarde’.	SUBJ
97492d4508ed7f51941865e910de70b5b17fc9bc	Warum bekommen schwangere Frauen diesen Impfstoff?	OBJ
f499d730e319829bbb3dba78daf9c2ff569dbc10	Bereits eine Fehlerquote von 0,1 Prozent – bei einer angenommen Test-Genauigkeit von 99,9 Prozent – führt jedoch dazu, dass unter 100.000 nachweislich gesunden Menschen 100 falsch-positive Testergebnisse zu erwarten sind.	OBJ
5ba7cdd31d8fe76235c02aee3a609a0859b1a67f	"Allerdings sei Voigtsberger selbst erst vor Kurzem in der Freien Presse mit der Aussage ""Wir sind voll"" zitiert worden, wie die WSZ weiter zu berichten weiß."	OBJ
6e5b4d2f06c824aa6f461149b27f5a8a215f21e9	Nach den Angaben der Uniformierten hatte Julia S. eine schlecht sichtbare Narbe am Kinn (ca.	OBJ
f875b389fe0f8a529361b28710922fe5aa8c2db3	Griechenland und andere Urlaubsländer dringen hingegen darauf, Reiseerleichterungen mit einem solchen Dokument zu verbinden.	OBJ
e41677988a59bb3cfe512100560b3bd7b7eafbc4	Ich hab kein Verständnis für Leute, die uns sagen, wir sollen sofort alles hinschmeißen.	SUBJ
d31dabbaf0b2a388f96a3276633fa4e066e63715	Seit der Verabreichung der COVID-Impfungen fordern Mediziner nach aufgetretenen Todesfällen und schweren Nebenwirkungen umfangreiche Forschungen.	OBJ
e5aa05e42813b4985347d90727f9904ee55d62ca	Und deren Absatzmärkte in Südamerika könnten nur beliefert werden, wenn Südamerika mit „Naturalien“, sprich Lebensmitteln, zahlen dürfe.	OBJ
836cab0b4b610f21875ab340999791f91590f462	Er beschreibt eine auffällige und einzigartige lymphozytäre Infiltration, die in den Blutgefäßen zentriert ist, aber viele weitere Organe betreffen kann, allen voran Herz und Lunge.	OBJ
6a038ccfd09fa01caf310f32d3388b792f101b61	Im Landkreis Fulda beispielsweise gab es im Jahr 2018 mit 111 Meldungen ebenfalls einen deutlichen Anstieg.	OBJ
c82f81d0c80c862b48cfb8a03e2cc719581aae04	Inwieweit halten Sie denn das im Ganzen gesehen für übertragbar auf Deutschland?	OBJ
c9d34c20b80fb1f56408c58cb93b6adbaa5fba0e	Im Totenschein gibt es auch keine gesetzlichen Vorgaben, dass ein Impfstatus wie der gegen COVID abzufragen ist.	OBJ
ee64a4785ccc2a8a9f8590dc7dcf4da71ffe59cf	Bei den Zahlen zum GBS gibt es im aktuellen Bericht leider auch einige Auffälligkeiten.	SUBJ
a2f3ac4033adfcf0dc0f28c70ce8995c630988db	Das Amtsgericht sollte noch am Freitag entscheiden, ob Merkel in Untersuchungshaft kommt.	SUBJ
fec127894d160f29c699590099196b015ceacaf2	Damit die Staatsanwaltschaft schon früher als geplant umfänglich gegen die 62-Jährige ermitteln kann, hatte der Landtag am Samstagabend die Immunität der Politikerin aufgehoben.	OBJ
3ee2a3d9a79489629dd0153ced1ca1c125aa211e	Okay, Statistik hat ihre eigenen Regeln, und die Schnittpunkte mit der Empirie sind gering.	SUBJ
e072d80719bcdd7f9636bf9c7bf18880c864961e	"Aber ""auch wenn eine Kausalität nicht mit absoluter Sicherheit nachgewiesen werden kann, erscheint sie doch sehr plausibel"", heißt es in der Studie."	OBJ
ea497e4e61466fddd2d3c113d35b878ae810fd63	Wenn Monsanto, Bayer, Syngenta und die anderen endlich mal die Wahrheit sagen würden, würden sie erklären, dass es bei GVO keineswegs darum geht, mit Hightech-Methoden die Ernteerträge zu steigern, damit man »die Welt sattmachen« kann.	SUBJ
34e0c2e00f46c621c7876770fae38882001466ab	In der gesamten Provinz seien zudem Gesundheitsteams unterwegs, die von Tür zu Tür gingen und für eine Impfung werben.	OBJ
54b2a6d59fe141cfaba1b384bfb2d51f113a111a	Davon wird offenbar in Krankenhäusern recht gern Gebrauch gemacht.	SUBJ
7b13afabc52fd8e9b97e889a0240df3786aadc31	Die Bewohner werden nach Darstellung von Kurz dreimal in der Woche mit einem Schnelltest getestet – die Mitarbeiter machen täglich einen Test vor Arbeitsbeginn.	OBJ
aa7fe89bc337796de0137c7ed2405192a32975fb	Jeder Dreck der Welt Die Politikerinnen, die uns diesen Chemiecocktail mit Mikroplastik als Masken verordnen, gehen von völlig falschen Voraussetzungen aus, so Michael Braungart.	OBJ
32bdd14869ed044c45e6d3f8a7f1871d755cef05	Innerhalb der Bundesländer lagen deutliche Unterschiede bezüglich der Suizidraten vor: Betrachtet man die Sterberate je 100 000 Einwohner gab es in Nordrhein-Westfalen mit 7,6 Suiziden pro 100 000 Einwohner die wenigsten Selbsttötungen.	OBJ
91e21f5064787c629a65725c5c45b36ab04e8f2b	Der mutmaßliche Doppelmörder konnte von mehreren Streifenwagen-Besatzungen der Polizei unter Einsatz von Pfefferspray festgenommen werden.	OBJ
04ce9c1ec3f791b1e884da5223fb6a9e4b59d7ec	Dieser habe die Jacke zunächst angezogen und dann an den Türsteher weitergereicht.	OBJ
56226f81e442a954d1b43fae480cf6d9da7b1f36	Solange die vom Immunsystem in Schach gehalten werden, ist das kein Problem.	OBJ
4d3f4ce39969a15cb84b4935005cef99c8f56412	Mindestens drei Whistleblower gaben Zahlen aus der Datenbank bekannt, der Anwalt Thomas Renz berichtete von diesen bei der Anhörung.	OBJ
c0f2845881729e4a9b89e864757350a1afe963fd	Diese Offenlegung muss an prominenter Stelle und unabhängig erfolgen, um den Standard der medizinischen Ethik für das Verständnis und eine informierte Einwilligung der Patienten zu erfüllen.	OBJ
cefca9b06b32b44b296447057b8c9bc8cdcf91f7	Aber wenn ihr all diesen Schwachsinn nicht mehr 2x im Jahr erleiden wollt und auch eure Eltern oder Großeltern beschützen wollt, sodass sie nicht mehr daran versterben können, dann senden sie mir einfach ein Mail und sie erhalten gratis die Info, wie einfach das in 1-2 Stunden zu machen ist.	SUBJ
73066fe195ce15568e4f210474ddc92199f0eaf4	Zudem sollten die geltenden Kontaktbeschränkungen, so die Mediziner, vor allem im privaten Umfeld kritisch überprüft und auf ein Minimum reduziert werden.	OBJ
839008ddfa9be74e16ea3facf902f3e4257f9d0e	In indischer Sprache schildert er das Geschehen.	OBJ
b1f0e9fedb2ce45b4d11588fbb04880acf1f9023	Ein Umstand, der vielen bis heute nicht bewusst ist.	SUBJ
1eb028e04c1eafd430883de42f7374131e1fc263	Da der Gesetzgeber an die Eigenverantwortung der Betroffenen anknüpfen muss, wenn er existenzsichernde Leistungen suspendiert, weil zumutbare Mitwirkung verweigert wird, ist dies nur zumutbar, wenn eine solche Sanktion grundsätzlich endet, sobald die Mitwirkung erfolgt.	SUBJ
7cc848ceea377bce7bd891cf10c81793bf9ee835	Sie ist der ultimative Argumenten-Hammer gegen die 2.	SUBJ
48631210b1258192863d971bc640981ced1c58e4	Sport wird in geschlossenen Räumen untersagt, ebenfalls der Betrieb von Fitnessstudios.	OBJ
4f777988316b9f4f3fa330a53054f80fade2dd78	Einen Transport in ein Krankenhaus lehnte die Schwangere ab.	OBJ
575db1e1e7285b1fd40e6cf2a13b0e47e7534c22	Die Impfung kann die Krankheit aber nicht auslösen.	OBJ
50930648719ad69df3f9358268eb2bde23e048e4	Die Türken wählen gezielt aus, was sie behalten und was sie uns schicken.	SUBJ
763d94857acda61dd920bd2edd8d6f0fb1635a53	Sie beleuchteten unter anderem den derzeitigen Wissensstand über frühe Krankenhausbehandlungen, die Wirksamkeit von Impfungen und sie gingen der Frage nach, was rückblickend falsch oder richtig lief, was jetzt gemacht und was für die Zukunft geplant werden sollte.	OBJ
a3f3f83de098baaf46660c1cec6d4fd7ab1d4a46	Hier können deutsche Panik-Propheten wie Karl Lauterbach (SPD) noch was lernen.	SUBJ
8947c91e4234f4b5400059f7976993635023952b	Wählen gehen, auch wenn die Wahl nicht leichtfällt.	SUBJ
aaa6f422e1f76aa28c97f270e98c9c7b43e37ae5	Die Finanzexperten der Verbraucherzentrale Baden-Württemberg betonen, dass individuelle Vereinbarungen Voraussetzung dafür sind, dass Institute solche Verwahrentgelte einführen können.	OBJ
7d43016ee7484d031793f99329d3b967e0c6c3fc	Zieht man aber dazu in Betracht, wie viele „plötzlich und unerwartet“ aus der Mitte des Lebens gerissen worden sind, nicht nur Sportler und Künstler, dann fragt man sich, ob sich diese Übersterblichkeit nicht im Bereich der 20 bis 60-jährigen findet.	SUBJ
c48e1eed75bb3611548b3b3c1c893405c3c464d6	Gerade denjenigen, die sich über die Hochleistungspresse informieren.	SUBJ
eb0b046ab987970180b367d49d704574c252ccce	Ihre Erbinformation wird nicht in die menschliche DNA eingebaut, weder in Körperzellen noch in Keimbahnzellen.	OBJ
2126294418f36b06244dee288454ebec6d8fc41e	Das heißt, 60 Prozent der positiven Tests liegt tatsächlich eine Corona-Infektion zugrunde.	OBJ
7b0baa20c735933415891213318c6093d05d7a6e	Alle Migranten werden nach den einschlägigen internationalen Standards und in Bezug auf den Grundsatz der Nicht-Zurückweisung geschützt.	OBJ
5a237ec4343ba4be4ee59605f57e8a8dc498f396	Palmer: Ich schreibe, dass die großen Einwanderungsländer auf eine solche Quote achten, damit die Integration gelingt, also USA, Kanada, Australien.	OBJ
e8c917cf2b2a0be9ee11427418f8049619f7dc24	Einblicke in die pathologischen Befunde von obduzierten COVID-19-Geimpften gibt Professor Arne Burkhardt gemeinsam mit seinem Kollegen Professor Walter Lang in einer Pressekonferenz in Reutlingen, die für 16 Uhr angesetzt ist.	OBJ
037f4db0c4d2b9e001aad3c572ba049aeb6ba566	"Ohnehin erkennt es bei lediglich 48 Todesfällen einen ""wahrscheinlichen"" Zusammenhang an."	SUBJ
120538d0cb6caebdde4c8240be58b83a8de34815	Besonders bitter ist, wenn man liest, dass sehr früh erkannt wurde, dass die zu frühe künstliche Beatmung von Corona-Patienten für eine große Anzahl von Todesfällen verantwortlich ist.	SUBJ
8048226e6d1a2653e70b1586866d83b87108292f	Mit 1,94% ist die Impfquote in der Ivermectin-Gruppe sehr niedrig, in der Gruppe ohne IVM mit 12,4% zwar deutlich höher, aber auch noch erheblich unter dem was in den industrialisierten Ländern zu finden ist.	OBJ
275d6362593d0b768c3a26fd3464261f0dcc9a78	Das Ende vom Lied: Scholz resigniert unter den Druck der mächtigen SPD-Linken und macht den Weg frei für Esken, die sich dann auch auf die neue, noch weiter nach links gerückte SPD-Bundestagsfraktion stützen könnte.	SUBJ
135b766174c2f74b32286bc30d723f67360bfb4a	"""Der türkische Präsident fühlt sich im Augenblick nicht ausreichend unterstützt"", sagte Merkel in Berlin."	OBJ
ca53bd34af8ba7741146c97b877085987824876e	Inzwischen wäre es doch eine schöne Aufgabe für das Bundesgesundheitsministerium, mal die von Bund und Ländern verordneten Masken auf ihre Gesundheitsschädlichkeit zu überprüfen.	SUBJ
6ceaf68b7cfa54d73ebf1061e4cce7d1b61a52cc	Aus 2021 liegen die Daten zwar nur bis Oktober vor, dennoch könne man sehen, ob es einen Anstieg in den Fallzahlen gegeben habe oder nicht.	OBJ
dabfecca840eea683057225d1d4bbddfe49e12e4	Dieses Phänomen ist nicht nur für das Verständnis der viralen Pathogenese, sondern auch für die Entwicklung antiviraler Strategien, insbesondere von Impfstoffen, von enormer Bedeutung.	SUBJ
a398b48779352a25100abcdee826d62d9120d9a3	Bei Frauen wurden 29.914 unerwünschte Ereignisse registriert, bei Männern dagegen nur 9.182.	OBJ
3c95307fa9452be79dd684911b31b9a12891f8cb	Und weil die Chemie allein nicht auszureichen scheint, atmen wir auch noch Mikrofaserpartikel ein, die genau die richtige Größe haben, um sich in unserer Lunge festzusetzen oder von dort aus weiter durch den Körper zu wandern.	SUBJ
45de21fedfb208aab581641a2207ece51484c202	Nach §12 gibt es dafür je nach Ausmaß des Bettenabbaus zwischen 4500 und 12.000 Euro Subvention je Bett.	OBJ
e0e14380bff4c04af068f2a4e6244cd13d1c6272	(…) Am Dresdner Altmarkt fanden sie in ausgegrabenen Kellern drei Meter unter Straßenniveau Verfärbungen des Sandsteins von Weißbeige nach Rot.	OBJ
96547bcf49a53dbea1f6948f83f912f53ac6d069	Man habe aber ein klares Notfallstufenkonzept entwickelt, Mitarbeiter geschult und ein zusätzliches Gaselager eingerichtet, um diese Betten bei Bedarf schnell in Betrieb zu nehmen.	OBJ
6ca132d712b619c6e396d9891a184f55585cb5e3	Über 90% der Bundesbürger erkranken einfach nicht schwer genug, sodass trotz aller von den embedded Medien verbreiteten Panik rund 35% die Impfung ablehnen.	SUBJ
11d7289480c781c8602da0e3a468e30d0f604ff3	Wenn die Politik nun -zig Millionen Deutschen und Österreichern das permanente Tragen dieser Masken zwingend vorschreibt, die über all diese Sicherheitsvorschriften überhaupt nicht aufgeklärt werden, kann dies nur bedeuten: Entweder waren alle diese Vorschriften bislang völlig überflüssig.	SUBJ
6fc4baab53c8fdc18904eb2ef413f8d9cdc636e9	Im Übrigen dürfe Deutschland keine „Schuldenunion“ auf europäischer Ebene eingehen.	OBJ
9af8a97adf4b5b1c9712ab3b240e5de8efd65927	Und auf welche Zeitdauer wurden diese verkürzt?	OBJ
96d2e016100aee9e2912505297c07aed3a4cc75b	Diese offizielle Untersuchung, die im Mainstream selbstverständlich ausgeblendet wird, sagt also aus, dass die Wahrscheinlichkeit an der sogenannten Delta-Variante zu sterben bei geimpften Menschen rund 3,25-mal höher ist.	SUBJ
c2189b744d32d7e1df97d3af0a107952d8ec94c8	Sie haben Obduktionen ausgewertet, haben Fallbeispiele zusammengetragen, fotografische Dokumente: Am 20. September haben Professor Arne Burkhardt und seine Kollegen Professor Walter Lang sowie Prof. Dr. Werner Bergholz auf einer Pressekonferenz in Reutlingen Einblicke in die pathologischen Befunde von Menschen gegeben, die vor ihrem Tod gegen COVID-19 geimpft waren.	OBJ
14cb42005686246150393befa27080285f588ce3	Wir brauchen Namen, Zeugen, Videos, Geschichten dazu.	SUBJ
6d35909684aecb4454eb3ae3bd17666edd125dd5	"""Auch im Pflegeheim Königin Paulinenstift in der Nachbargemeinde Friedrichshafen gibt es Corona-Fälle nach der Impfung: Sechs Bewohner sind seit dem 18. Januar positiv auf das Coronavirus getestet worden, bestätigt Leiter Christian Muth dem Südkurier."	OBJ
69a2e5f8686acd520ec06729dd9ca71a288826d9	Es ist auch die strenge Stimme von mindestens einer erwachsenen Frau zu vernehmen.	SUBJ
486c53fbf0e6964fe350c4391d540c732935ccd6	Dabei folgten wir den Ausführungen des Kopp-Verlages.	OBJ
5def197daa2cb5d09bbb8b896f08135e01834239	„Wir wissen nicht genau, was das letztlich für die Gesundheit bedeutet.	OBJ
5ac70b219d417453db8a51e92e9dae8d7e08f5eb	Diese sind in der Grafik rot markiert und wurden in der Studie „herausgerechnet“ und nicht betrachtet.	OBJ
4b9d86405e15c6eb44b3bee84d0aa6608a9e88dd	Ich möchte die geschätzten Leserinnen und Leser aber darauf aufmerksam machen, dass auch der Deep State sehr bald nicht nur eine sondern mehrere Schippen drauflegen wird.	SUBJ
c1cfa4e1029412432ed516cbe76d54dd969e7d0e	Es sollte darüber gesprochen werden, ob es einen einheitlichen Schwellenwert geben solle, ab dem regional zusätzliche Maßnahmen ergriffen werden müssten.	SUBJ
fb7a0ff5d1d0538d34b6a84bb7f1b3987601be02	Was bisher immer als „Verschwörungstheorie“ abgetan wurde, bestätigte er nun in mehreren Tweets.	SUBJ
a6fbd2937a2186090d4d25f5a6926991217f33ef	Um nur noch einmal ein paar Details zu nennen: Wir haben jeglichen Programmcode öffentlich als Open Source zur Verfügung gestellt, davor sogar die Architektur und die Konzepte.	OBJ
d43c2321b76458bf50724b2a3f00d80fa5c10153	Auch Erfahrungen mit Kleinkindern, die einen inaktiven RSV-Impfstoff erhielten und anschliessend mit natürlich vorkommendem RSV (humanes respiratorisches Synzytial-Virus) in Kontakt kamen, zeigten dasselbe Problem.	OBJ
f47c804aa73f6cc5df191055b002889827beb4ee	Da hat man auf Wunsch der Politik und eigenem Geschäftssinn ein halbwegs hilfreiches Serum eiligst zusammengestopselt und in Mengen verfügbar gemacht und schafft dadurch die Nachfrage danach ab.	SUBJ
4baf4948d2fe4993828eee1330a2bcd0922b8885	Alles in allem tragen wir einen Chemiecocktail vor Nase und Mund, der nie auf seine Giftigkeit und niemals auf etwaige Langzeitwirkungen untersucht wurde.	SUBJ
840d9528632ad117a5f8da3b2302d0417346b449	Solche Fälle wurden in letzter Zeit mehrfach von den Verbraucherzentralen, dem Portal Lebensmittelklarheit und der Wettbewerbszentrale abgemahnt, mehrere Klagen wurden bereits vor Gerichten durchgesetzt.	OBJ
994e856211aa835a8839b8b8dafa49ceb3bfa40b	So sind 497 Fälle von Erblindung und 153 Fälle von einseitiger Erblindung registriert.	OBJ
1ff4dd64c960f2413d38496d8c95e9a0fc75b715	Wir haben keine Hinweise auf deutsche Verletzte, also auf andere Personen, die eventuell verletzt sind.	OBJ
bb57f3f3ebb96781975135483441b62a14534220	Geschlossene Schulen und Kinderbetreuungseinrichtungen, ausgesetzte Präsenzpflicht bzw. Distanzunterricht in Schulen über einen längeren Zeitraum bleibt nicht ohne negative Folgen für die Bildungsbiographien und die soziale Teilhabe der Kinder und Jugendlichen.	SUBJ
2919aa1a13fb757f87fa24e9cdd08e6c37935d72	Lungenschaden geht auch ohne Virus.	SUBJ
ceb882737350bd841a3c000dada2d561f2907d37	Dann haben wir im Juni, Juli ein Problem.	SUBJ
ad7a4516bc4213feb7155ad627c83377f82dd918	Abbildung 1 zeigt die Gesamt-ARE-Rate in den Saisons 2018/19 bis 2020/21 sowie (zum Vergleich) die COVID-19-Rate von der 27.	OBJ
00464c73538dfc7056dae30bb4acb8bd39b788ed	Das sind Eiweißstoffe, mit denen die Viren gezielt bekämpft werden können.	OBJ
bc20a2146a9e48cc0aeea70880b40d878f4a2c8c	Aber die haben mit dem neuen Coronavirus nichts zu tun.	OBJ
58da17ed5128d410ac6df18b0f22ded38c2b24e8	Es ist natürlich nicht so, dass sich jetzt innerhalb von einer Saison, also in den Wintermonaten, wo wir diese normalen Coronaviren haben, ganz viele, also ein signifikanter Teil der Bevölkerung, mit diesen Viren infiziert.	SUBJ
9b4ad37ea9adfbafdf4d818eeb030286d3b3d2ca	Es war das dritte Treffen seit November 2015 zur Vertiefung der Beziehungen zwischen der Türkei und der EU und zur Bewältigung der Migrationskrise.	OBJ
5f34949a484920b8f0fb869a60fb9ef3bdef018b	Das COVID-19-Virus ist ebenfalls ein Coronavirus mit der Bezeichnung SARS-CoV-2.	OBJ
71540e4b98c02716912a2de635f23d310174b411	Wie auch hier vor allem von zwangsgetesteten Kindern oft berichtet wurde, wird von den Testdurchführenden oftmals der Nasentupfer zu weit in das Innere der Nase eingeführt.	SUBJ
5033da768b41ce89428369e987ce8b98610683d9	Als Corona dann Japan und Thailand erreichte, wussten wir, dass es auch in Europa ankommen würde.	OBJ
8be5c29e502b3d4c9ebda87cbd02d7cbe617dbb0	Wie alle Tröpfcheninfektionen verbreite sich das Virus auch über Hände und Oberflächen, die häufig angegriffen werden.	OBJ
3cb30da72ad8bf020cd54070a1195d1e62250f94	Die Beweislage für diese Theorie verdichtet sich jedenfalls zunehmend.	SUBJ
04de3685d9b97d15464d346348f3e578c8829e8a	Aus diesem Grund wirkten die Behandlungen mit N-Acetyl-Cystein (NAC), einer Vorstufe von Glutathion, oder Glutathion, das den Patienten direkt verabreicht wurde.	OBJ
20f3141510de0f92010d6f2c023f93f0119d5f89	Insgesamt wurden in Großbritannien 107 „tödliche Ereignisse“ als Folge des Impfstoffs von Pfizer gemeldet.	OBJ
4f0554e655e8447b58ea97a7ac057848a1a7e989	Allerdings gibt es gar kein gemeinsames Krisenzentrum für Berlin und Brandenburg.	OBJ
ead52813d69729698d0ae4259280ad9bcc4a42b5	"Dieses Schlüsselwort wird verwendet, wenn bei der Entdeckung einer leblosen Person eindeutige Hinweise darauf vorliegen, dass die Person längere Zeit dort gelegen hat oder dass es sichere Anzeichen für den Tod gibt."""	OBJ
21ccf471608c1b63e4527386a3081ef8d6987e78	Außerdem geben die Autoren zu bedenken: „Es besteht ein nicht unerhebliches Risiko, dass das Impfvirus zu einer Wildtyp-Virulenz zurückkehrt, wie es manchmal beim oralen Polio-Impfstoff der Fall war.“ Mit anderen Worten: Mutationen des zuvor gentechnisch veränderten Impfstoffs könnten nicht ausgeschlossen werden.	OBJ
afbdbe401265e218c430fb035d0b7d2dcc153c10	Eine Studie mit Tausenden von Personen während einer Pilgerreise nach Mekka ergab mehr Atemwegsinfektionen in der Gruppe, die ständig Masken trug.	OBJ
11493134dc275f506eca7d0987be7a945245a3ca	Polen, Ungarn, die Tschechische Republik und die Slowakei sollten sich als Gegenleistung für weiterhin üppige Strukturhilfen bei der Migration bewegen.	SUBJ
edc10cfa56009a138351ffee12c1ac701b2a9cc8	Folglich haben diese keine Resistenz gegen den Schädling entwickelt.	OBJ
293aeabbba99022462b593cf10d2effa6cbeb2b6	Diese Forscher fanden später heraus, dass dies auch für Moderna gilt.	OBJ
82126ec8801787f3ae7c829af03094bfb09596ab	Aber an den Tests nahmen keine Personen von über 80 Jahren und solche mit Vorerkrankungen teil.	OBJ
d1dadc5cd91ce2bc2e23d4ccbbe7d06d631de717	"Knaus sagte der Zeitung ""Welt"", die EU müsse ein zweites Abkommen mit der Türkei schließen und der Regierung in Ankara sechs Milliarden Euro zahlen, um eine neue Flüchtlingskrise abzuwenden."	OBJ
d563ad3a91c83286fbc5e6c04dac2182bbcfc58b	Der Personaleinsatz auf diesen Stationen wird so koordiniert, dass jederzeit die höchstmögliche Expertise zur Verfügung steht.	OBJ
823f769a4eed86ce436b181530d7f5b6aff50821	Deutschlands Stabilität und Berechenbarkeit stünden auf dem Spiel“ („Focus online“).	OBJ
9d475fce39cf1e02929ce9c0ba5229ee6b88e01f	Eine Meta-Analyse mehrerer Studien zur Zuverlässigkeit von Schnelltests einige Zeit vor der Ausbreitung von Delta, bei der Erdmann Co-Autor war, hatte allerdings ergeben: Durchschnittlich fünf bis zehn Prozent aller Infektionen mit hohen Viruslasten wurden davon nicht erkannt.	OBJ
3bf609a17c5d098edfd5b9791ee04b2482809006	Der erste bestätigte Fall einer Reinfektion wurde Ende August in Hongkong gemeldet.	OBJ
bad337c6d3fc8fd012bc87217c8df64c185ec44c	Da es noch nie einen lizenzierten mRNA-Impfstoff gegeben hat, wissen wir wirklich nicht, wie solche Schäden aussehen werden.	SUBJ
2217ce7abdee3e7e11db1f71f7824c2644edd054	Vor allem Wasserdampf und Kohlendioxid absorbieren einen Teil der von der Erdoberfläche abgegebenen Wärmestrahlung und verringern deshalb den Anteil der in den Weltraum abgegebenen Wärmestrahlung.	OBJ
d99322fe4540bd9f2b50e35fef1fc6c999fa9dcd	Jeder mag und muss aber für sich selbst entscheiden, was er aus diesen Informationen macht.	SUBJ
d35a66e5f3cb41370d008688f3741f0317225a5c	In dem Check zu diesem Thema kommt die österreichische Presseagentur zu dem Ergebnis, dass Impfdurchbrüche schon bei mehreren Krankheiten vorgekommen sind.	OBJ
1f309b42e236492f94e2539620740f49696ac474	Denn bisher sind lediglich 48 Prozent der lettischen Bevölkerung gegen das Coronavirus geimpft.	SUBJ
5d6476636eecfb510ea956f8d84f39d94d374b0f	Das scheint der Bundesregierung nicht klar zu sein, da sie den Rentnerinnen nur sechs vergünstigte Masken für zwei volle Monate zur Verfügung stellt.	SUBJ
ab1bed7070ff14fa92048887036922a4b494b796	Das ist eine Intersektionalität, an der MS-Medien-Vertreter und andere Gutmenschen zu knabbern haben: ein guter Asylbewerber, Opfer unzähliger Nervenleiden, der homophob ist?	SUBJ
e97a8451b9929b46bb7f20682b962b5d27fcf3cd	Doch die pseudowissenschaftlichen Desinformationskampagnen gegen diese Mittel sind bezeichnend für den Zustand unserer Medizin.	SUBJ
cf4000554a3a371de0dd364613aa872630564b0e	Viele Ungeimpfte haben inzwischen Antikörper und wissen es nicht einmal.	OBJ
5a58fd1cbf6e35cdce7dff38bf8a3dad20afbb0d	mRNA-Impfungen schützen nicht vor Coronaviren, sondern machen sie zu einer tödlichen Gefahr!	SUBJ
693341bf72ab5ce3813b3cb238e5eb44ddc82f11	Und dann bekommen hauptsächlich die Älteren auch noch einen Brief von der Bundesregierung mit zwei Gutscheinen, mit denen sie sich jeweils sechs Masken gegen Zuzahlung von zwei Euro in der Apotheke abholen können.	SUBJ
c949c7ca31c32b16ea27fe1b3593167bee0fd9a3	Auch sollte regelmäßig gelüftet werden.	OBJ
e086b0109f3ff7896f6091fce25f95006a2bb6c6	Von Dr. med. Gunter Frank Gestern Abend teilte mir der leitende Arzt einer großen Klinik Folgendes mit: Es gibt, gültig seit 1. November, für jeden positiv Corona-getesteten und an das Gesundheitsamt gemeldeten Patienten im Krankenhaus zusätzlich zur normalen Abrechnung 7.800 Euro, wenn er mindestens 2 Nächte im Krankenhaus verbleibt, steigerungsfähig bei längerem Aufenthalt bis knapp 10.000 Euro.	OBJ
a6428e263f7c3d71de1677d833c3ca864041f68e	Auch die mechanische Beanspruchung beim Auf- und Absetzen führt zu einem erhöhten Faserabrieb.	OBJ
4b635fff16adc08a2eb880d62dbf45ff6f882e73	Seit Monaten müssen Menschen in Deutschland Masken tragen, allen voran Pflegepersonen.	OBJ
f4886e3a85ea7bf1486d8f4afcf60c042b2968ae	"Die Chinesen kauften ""auf Teufel komm raus""."	SUBJ
bfbc5db4eb0381ac0cef339ebf9437ae02ce120a	Grenzen kann man schützen, auch darüber ist man sich weitgehend einig.	OBJ
d05599c36f16bcbdbf281b40750f3dcd38364f87	Hier kommt es zu mehr Krankenhauseinweisungen bei Geimpften gegenüber Ungeimpften.	OBJ
7875dcef3576e01f922d6b8e42bc622924b4c038	Der Umstieg sollte das Risiko eines weiteren Ausbreitens von Impfpolio-Erregern vermeiden.	OBJ
1e7ce93d2482ce8ae140c9f1ae055146c4207037	Aus den USA eingeführter Mais sei häufig von Braunfäule befallen, außerdem könne der Mais für transgene Pflanzen verwendet werden, so die Behörde.	OBJ
fd4db0e0e2b79b85e0a6826c9dd03ca23a790963	Die Indizes werden dann zu einer einzigen Zahl zwischen 0 und 100 zusammengefasst.	OBJ
f43cf82222d51ca053a4e2ed10036ae2ec2c329f	Warum nicht mal wieder die Gitarre auspacken, die Briefmarkenalben suchen oder die Nähmaschine aufbauen und dem Kind das Hobby nahebringen?	SUBJ
9d68f88f36721d1f7ab572d23204144b74bf082a	Ein Titel einer Myokarditis Quellenangabe lautet „Incidence of three presentations of acute myocarditis in young men in military service“ und wir vermuten es handelt sich um die Quelle, die zu Zeile 1 gehört.	SUBJ
c448a283681e26dca3f2cba26f3f02ad835760d3	Die Mainstream-Medien sind bereits damit beschäftigt, die Sache herunterzuspielen, während die Kreuzfahrtgesellschaft sich selbst auf die Schulter klopft, weil sie so schnell reagiert hat.	SUBJ
45be168f82891bd9cbc7d3c52f6aa3c52a583c6f	Schließlich müsse die Zunahme des Atemwiderstands und die damit verbundene Zunahme der Arbeit der Atemmuskulatur (pressure drop) bei Verwendung von FFP2-Masken berücksichtigt werden.	OBJ
29b1fdaf21e3f54418bba94aae7742a66735f088	Dennoch erklärt Renz, dass die Zahlen auf einen Anstieg der hospitalisierten Patienten hinweisen würden.	OBJ
fcf547625f2b094bc4992a87bd001790897fe2f9	In der Studie werden auch Behauptungen von „Corona-Experten“ wie dem US-amerikanischem Immunologen Dr. Anthony Fauci und anderen zurückgewiesen, wonach die Amerikaner den von der CDC und anderen Seuchenbekämpfungsbehörden verbreiteten Leitlinien nicht folgen würden.	OBJ
7a3331459c423eac05c6290ac30d453dd0af745f	Scholz erkennt, dass er als Kanzler in einer Koalition mit der Linken „keinen Staat machen kann.	SUBJ
